Accession,Length,Family,Subfamily,Domains,Seperators
XP_022087427,508,1.A.105,1.A.105.1,"[('CDD:411030', 25, 155, 72.8), ('CDD:165291', 215, 496, 129.0), ('CDD:270804', 219, 489, 51.2), ('CDD:132986', 221, 493, 50.5), ('CDD:133230', 222, 507, 90.0), ('CDD:270791', 223, 487, 55.5), ('CDD:270995', 223, 491, 51.6), ('CDD:270686', 225, 478, 91.9), ('CDD:173655', 228, 499, 86.7), ('CDD:270648', 228, 499, 117.0), ('CDD:270683', 228, 499, 103.0), ('CDD:270684', 228, 499, 97.8), ('CDD:132975', 229, 493, 54.3), ('CDD:173656', 229, 492, 78.8), ('CDD:270632', 229, 497, 86.3), ('CDD:270673', 229, 497, 90.1), ('CDD:132980', 230, 441, 65.5), ('CDD:133187', 230, 500, 101.0), ('CDD:133192', 230, 505, 103.0), ('CDD:133193', 230, 498, 99.3), ('CDD:133194', 230, 499, 108.0), ('CDD:133195', 230, 492, 85.7), ('CDD:173625', 230, 498, 127.0), ('CDD:270635', 230, 499, 113.0), ('CDD:270646', 230, 496, 85.5), ('CDD:270652', 230, 488, 81.9), ('CDD:270653', 230, 499, 95.9), ('CDD:270655', 230, 488, 78.2), ('CDD:270656', 230, 507, 75.5), ('CDD:270657', 230, 504, 88.2), ('CDD:270658', 230, 488, 78.9), ('CDD:270680', 230, 499, 69.6), ('CDD:270792', 230, 495, 74.0), ('CDD:270816', 230, 441, 69.7), ('CDD:271047', 230, 496, 108.0), ('CDD:271053', 230, 503, 55.8), ('CDD:271109', 230, 499, 70.4), ('CDD:133243', 231, 488, 90.4), ('CDD:173637', 231, 488, 94.4), ('CDD:173638', 231, 499, 98.4), ('CDD:173657', 231, 497, 92.3), ('CDD:270629', 231, 499, 110.0), ('CDD:270639', 231, 503, 81.3), ('CDD:270651', 231, 499, 97.2), ('CDD:270685', 231, 499, 85.3), ('CDD:271106', 231, 503, 98.9), ('CDD:132969', 232, 493, 49.2), ('CDD:132971', 232, 493, 62.8), ('CDD:270803', 232, 493, 64.3), ('CDD:270805', 232, 504, 57.4), ('CDD:270810', 232, 493, 61.6), ('CDD:270881', 232, 491, 112.0), ('CDD:271049', 232, 499, 97.8), ('CDD:271083', 232, 489, 49.6), ('CDD:270659', 233, 501, 89.2), ('CDD:132953', 234, 492, 75.7), ('CDD:132954', 234, 491, 113.0), ('CDD:133178', 234, 498, 106.0), ('CDD:133213', 234, 499, 95.8), ('CDD:173616', 234, 442, 49.6), ('CDD:177649', 234, 437, 41.7), ('CDD:270634', 234, 500, 90.1), ('CDD:270671', 234, 499, 68.5), ('CDD:270782', 234, 488, 92.8), ('CDD:270836', 234, 386, 62.1), ('CDD:270837', 234, 447, 54.7), ('CDD:271121', 234, 502, 60.4), ('CDD:143368', 235, 435, 52.3), ('CDD:270665', 235, 500, 68.8), ('CDD:270838', 235, 448, 58.9), ('CDD:270965', 235, 488, 46.6), ('CDD:271051', 235, 503, 58.5), ('CDD:270664', 236, 499, 68.8), ('CDD:271092', 236, 455, 54.9), ('CDD:271095', 236, 455, 44.9), ('CDD:270950', 237, 493, 43.3), ('CDD:270766', 239, 456, 55.4), ('CDD:270767', 239, 456, 55.4), ('CDD:270956', 240, 499, 87.4), ('CDD:270641', 241, 499, 73.9), ('CDD:271094', 241, 458, 56.1), ('CDD:270852', 242, 451, 47.6), ('CDD:270732', 244, 486, 44.9), ('CDD:270941', 244, 442, 42.2), ('CDD:270954', 244, 437, 49.3), ('CDD:270968', 244, 499, 150.0), ('CDD:271052', 244, 502, 68.9), ('CDD:270899', 245, 494, 67.4), ('CDD:271062', 245, 505, 91.1), ('CDD:270623', 246, 497, 149.0), ('CDD:270633', 246, 496, 55.9), ('CDD:270642', 246, 497, 90.9), ('CDD:270645', 246, 499, 99.4), ('CDD:270796', 246, 491, 65.0), ('CDD:270865', 246, 490, 56.6), ('CDD:270866', 246, 487, 54.3), ('CDD:270900', 246, 499, 86.7), ('CDD:270927', 246, 504, 125.0), ('CDD:270955', 246, 500, 70.0), ('CDD:270957', 246, 500, 65.1), ('CDD:270958', 246, 499, 81.5), ('CDD:271042', 246, 502, 64.3), ('CDD:271043', 246, 465, 60.4), ('CDD:271044', 246, 436, 79.4), ('CDD:271045', 246, 436, 64.4), ('CDD:271046', 246, 489, 64.0), ('CDD:271066', 246, 492, 57.9), ('CDD:271122', 246, 499, 70.8), ('CDD:132942', 247, 492, 57.1), ('CDD:133181', 247, 497, 94.5), ('CDD:133186', 247, 499, 73.3), ('CDD:133247', 247, 497, 97.3), ('CDD:133248', 247, 488, 75.2), ('CDD:143341', 247, 466, 59.8), ('CDD:143344', 247, 441, 53.6), ('CDD:143377', 247, 452, 49.6), ('CDD:173631', 247, 499, 92.7), ('CDD:173644', 247, 499, 54.5), ('CDD:173729', 247, 494, 55.9), ('CDD:173765', 247, 495, 69.6), ('CDD:197581', 247, 496, 148.0), ('CDD:214567', 247, 494, 128.0), ('CDD:214568', 247, 496, 152.0), ('CDD:223589', 247, 494, 100.0), ('CDD:240233', 247, 439, 43.2), ('CDD:270622', 247, 496, 120.0), ('CDD:270630', 247, 488, 98.5), ('CDD:270631', 247, 499, 106.0), ('CDD:270636', 247, 498, 89.7), ('CDD:270637', 247, 497, 126.0), ('CDD:270638', 247, 464, 71.9), ('CDD:270640', 247, 498, 104.0), ('CDD:270647', 247, 499, 70.6), ('CDD:270649', 247, 499, 77.5), ('CDD:270650', 247, 496, 107.0), ('CDD:270654', 247, 507, 75.1), ('CDD:270660', 247, 506, 98.2), ('CDD:270666', 247, 497, 95.3), ('CDD:270667', 247, 497, 105.0), ('CDD:270668', 247, 496, 107.0), ('CDD:270669', 247, 464, 66.0), ('CDD:270670', 247, 492, 71.2), ('CDD:270672', 247, 497, 89.7), ('CDD:270674', 247, 497, 93.5), ('CDD:270675', 247, 499, 82.0), ('CDD:270676', 247, 442, 72.4), ('CDD:270681', 247, 499, 61.1), ('CDD:270682', 247, 498, 54.5), ('CDD:270687', 247, 491, 69.4), ('CDD:270724', 247, 479, 59.9), ('CDD:270783', 247, 491, 100.0), ('CDD:270784', 247, 492, 53.2), ('CDD:270786', 247, 491, 67.7), ('CDD:270788', 247, 442, 49.2), ('CDD:270789', 247, 492, 77.6), ('CDD:270790', 247, 492, 50.1), ('CDD:270794', 247, 494, 50.5), ('CDD:270795', 247, 492, 50.8), ('CDD:270797', 247, 491, 76.9), ('CDD:270799', 247, 492, 60.5), ('CDD:270801', 247, 494, 43.6), ('CDD:270802', 247, 494, 72.4), ('CDD:270808', 247, 488, 59.2), ('CDD:270818', 247, 442, 45.8), ('CDD:270819', 247, 494, 46.2), ('CDD:270823', 247, 439, 65.6), ('CDD:270824', 247, 441, 58.3), ('CDD:270826', 247, 447, 68.1), ('CDD:270827', 247, 441, 72.0), ('CDD:270829', 247, 437, 58.1), ('CDD:270832', 247, 451, 59.1), ('CDD:270833', 247, 436, 42.9), ('CDD:270844', 247, 437, 56.7), ('CDD:270847', 247, 437, 50.2), ('CDD:270848', 247, 489, 55.8), ('CDD:270853', 247, 446, 58.1), ('CDD:270854', 247, 455, 55.0), ('CDD:270855', 247, 492, 71.0), ('CDD:270857', 247, 492, 65.3), ('CDD:270863', 247, 498, 61.9), ('CDD:270868', 247, 492, 72.1), ('CDD:270880', 247, 496, 169.0), ('CDD:270885', 247, 492, 59.2), ('CDD:270898', 247, 492, 72.7), ('CDD:270901', 247, 496, 185.0), ('CDD:270902', 247, 496, 81.9), ('CDD:270904', 247, 486, 59.6), ('CDD:270905', 247, 492, 87.2), ('CDD:270910', 247, 492, 63.0), ('CDD:270911', 247, 486, 59.5), ('CDD:270916', 247, 505, 130.0), ('CDD:270928', 247, 447, 104.0), ('CDD:270932', 247, 442, 48.5), ('CDD:270935', 247, 442, 53.5), ('CDD:270948', 247, 493, 60.8), ('CDD:270949', 247, 496, 48.3), ('CDD:270952', 247, 494, 44.2), ('CDD:270960', 247, 499, 123.0), ('CDD:270962', 247, 499, 105.0), ('CDD:270963', 247, 499, 117.0), ('CDD:270964', 247, 497, 60.5), ('CDD:270966', 247, 499, 91.1), ('CDD:270967', 247, 496, 91.8), ('CDD:270970', 247, 496, 70.4), ('CDD:270971', 247, 461, 46.2), ('CDD:270982', 247, 494, 76.1), ('CDD:271006', 247, 469, 42.2), ('CDD:271048', 247, 496, 108.0), ('CDD:271050', 247, 499, 106.0), ('CDD:271056', 247, 503, 78.3), ('CDD:271057', 247, 503, 82.5), ('CDD:271058', 247, 503, 66.4), ('CDD:271060', 247, 499, 84.1), ('CDD:271061', 247, 460, 92.6), ('CDD:271064', 247, 444, 66.6), ('CDD:271065', 247, 492, 52.3), ('CDD:271105', 247, 488, 78.8), ('CDD:271107', 247, 500, 75.1), ('CDD:271108', 247, 496, 72.7), ('CDD:271123', 247, 503, 81.5), ('CDD:271124', 247, 487, 81.1), ('CDD:271134', 247, 498, 94.9), ('CDD:425449', 247, 494, 131.0), ('CDD:429616', 247, 496, 141.0), ('CDD:132950', 248, 493, 63.0), ('CDD:270643', 248, 498, 103.0), ('CDD:270814', 248, 493, 56.1), ('CDD:270961', 248, 496, 106.0), ('CDD:270974', 249, 458, 57.1), ('CDD:270787', 250, 492, 58.9), ('CDD:270856', 250, 457, 52.3), ('CDD:270884', 250, 492, 52.7), ('CDD:270894', 250, 499, 108.0), ('CDD:270969', 250, 498, 60.7), ('CDD:270896', 252, 493, 49.2), ('CDD:270944', 253, 501, 80.3), ('CDD:173652', 254, 499, 73.5), ('CDD:270947', 255, 492, 99.5), ('CDD:271135', 257, 492, 43.8), ('CDD:270972', 258, 487, 49.8), ('CDD:270983', 258, 492, 58.4), ('CDD:271037', 258, 460, 42.2), ('CDD:270679', 259, 499, 75.4), ('CDD:133227', 260, 498, 69.2), ('CDD:133228', 260, 488, 70.4), ('CDD:270644', 260, 498, 100.0), ('CDD:270677', 260, 498, 69.6), ('CDD:270973', 260, 492, 64.7), ('CDD:132946', 261, 451, 60.9), ('CDD:270793', 261, 489, 64.0), ('CDD:270888', 261, 501, 70.0), ('CDD:270903', 261, 497, 57.4), ('CDD:215036', 270, 442, 56.0), ('CDD:270886', 270, 493, 63.3), ('CDD:271067', 270, 492, 60.2), ('CDD:270914', 271, 492, 60.8), ('CDD:270946', 274, 435, 48.7), ('CDD:270929', 275, 495, 109.0), ('CDD:132987', 276, 493, 51.6), ('CDD:132988', 276, 493, 45.0), ('CDD:132989', 276, 442, 44.3), ('CDD:270815', 276, 494, 47.1), ('CDD:270820', 276, 493, 50.5), ('CDD:270939', 277, 488, 44.2), ('CDD:270979', 279, 493, 59.4), ('CDD:411126', 279, 444, 50.9), ('CDD:270817', 280, 445, 42.0), ('CDD:270933', 280, 442, 50.1), ('CDD:270934', 280, 442, 50.5), ('CDD:270936', 283, 493, 57.4), ('CDD:270663', 287, 496, 52.6), ('CDD:271001', 287, 494, 56.8), ('CDD:270747', 288, 466, 46.6), ('CDD:270661', 291, 488, 52.6), ('CDD:270662', 291, 487, 50.7), ('CDD:133219', 292, 499, 61.6), ('CDD:270678', 292, 501, 71.2), ('CDD:271059', 292, 438, 51.8), ('CDD:270959', 297, 499, 47.5), ('CDD:270768', 299, 456, 41.5), ('CDD:140293', 303, 493, 65.4), ('CDD:270937', 304, 493, 43.4), ('CDD:271084', 306, 494, 48.8), ('CDD:173759', 307, 495, 44.6), ('CDD:240344', 307, 493, 44.5), ('CDD:270945', 307, 492, 57.0), ('CDD:271088', 307, 488, 44.9), ('CDD:271089', 307, 493, 59.2), ('CDD:270877', 331, 499, 51.3), ('CDD:270734', 344, 464, 44.7), ('CDD:271013', 346, 507, 48.7), ('CDD:271090', 346, 493, 54.6), ('CDD:271091', 346, 494, 55.3), ('CDD:270938', 350, 502, 48.3), ('CDD:133237', 359, 499, 47.9), ('CDD:133238', 359, 499, 46.2), ('CDD:173653', 359, 496, 46.9)]","[('CDD:411030 to CDD:165291', 156, 214)]"
Q9UM00,188,1.A.106,1.A.106.1,"[('CDD:396507', 8, 165, 144.0)]",[]
C4LY15,176,1.A.106,1.A.106.1,"[('CDD:396507', 18, 155, 73.1)]",[]
Q54TU8,186,1.A.106,1.A.106.1,"[('CDD:396507', 6, 167, 135.0)]",[]
Q8ID84,189,1.A.106,1.A.106.1,"[('CDD:396507', 10, 169, 117.0)]",[]
T2M3W4,183,1.A.106,1.A.106.1,"[('CDD:396507', 5, 162, 130.0)]",[]
Q8IA62,177,1.A.106,1.A.106.1,"[('CDD:396507', 16, 156, 129.0)]",[]
Q5DF80,177,1.A.106,1.A.106.1,"[('CDD:224340', 5, 165, 42.7), ('CDD:396507', 8, 162, 135.0)]",[]
B9PJV3,201,1.A.106,1.A.106.1,"[('CDD:396507', 18, 189, 60.4)]",[]
C0P6N0,199,1.A.106,1.A.106.1,"[('CDD:396507', 16, 178, 91.6)]",[]
A8JH74,192,1.A.106,1.A.106.1,"[('CDD:396507', 6, 165, 60.8)]",[]
B1L790,167,1.A.106,1.A.106.2,"[('CDD:396507', 6, 162, 61.1), ('CDD:224340', 7, 163, 64.7)]",[]
W8PP26,174,1.A.106,1.A.106.2,"[('CDD:224340', 1, 174, 154.0), ('CDD:396507', 25, 172, 85.8)]",[]
A5UL63,191,1.A.106,1.A.106.2,"[('CDD:224340', 4, 188, 152.0), ('CDD:396507', 21, 187, 123.0), ('CDD:428965', 54, 92, 41.8)]",[]
M0E5W6,301,1.A.106,1.A.106.2,"[('CDD:224340', 97, 298, 204.0), ('CDD:396507', 129, 295, 163.0)]","[('BEGIN to CDD:224340', 1, 96)]"
D3RXV6,193,1.A.106,1.A.106.2,"[('CDD:224340', 1, 192, 107.0), ('CDD:396507', 45, 192, 87.3)]",[]
P69905,142,1.A.107,1.A.107.1,"[('CDD:223948', 3, 133, 41.5), ('CDD:271275', 3, 142, 87.2), ('CDD:381263', 3, 142, 244.0), ('CDD:271277', 6, 142, 62.9), ('CDD:381262', 7, 141, 135.0), ('CDD:381269', 7, 136, 58.3), ('CDD:381278', 7, 138, 185.0), ('CDD:394997', 7, 107, 104.0), ('CDD:381254', 11, 137, 81.7), ('CDD:381293', 11, 136, 38.8), ('CDD:381260', 31, 124, 37.2)]",[]
P68871,147,1.A.107,1.A.107.1,"[('CDD:271275', 4, 136, 81.0), ('CDD:381263', 4, 146, 142.0), ('CDD:381262', 8, 146, 249.0), ('CDD:381278', 8, 143, 217.0), ('CDD:394997', 8, 112, 113.0), ('CDD:271277', 11, 146, 71.7), ('CDD:381254', 12, 142, 80.6), ('CDD:381269', 16, 140, 42.2), ('CDD:381279', 20, 135, 43.5)]",[]
P02144,154,1.A.107,1.A.107.1,"[('CDD:271275', 3, 152, 88.4), ('CDD:271287', 3, 118, 55.8), ('CDD:381263', 3, 147, 69.9), ('CDD:271277', 6, 154, 250.0), ('CDD:381262', 7, 147, 48.0), ('CDD:381278', 7, 138, 55.1), ('CDD:394997', 7, 113, 82.4), ('CDD:381254', 11, 139, 68.6), ('CDD:381279', 13, 74, 47.7)]",[]
Q9NPG2,151,1.A.107,1.A.107.1,"[('CDD:271272', 1, 148, 282.0), ('CDD:271275', 5, 148, 46.8), ('CDD:381278', 5, 145, 54.3), ('CDD:271287', 7, 147, 67.3), ('CDD:381263', 7, 145, 42.6), ('CDD:381269', 7, 144, 103.0), ('CDD:381291', 7, 146, 59.1), ('CDD:394997', 7, 114, 60.4), ('CDD:381261', 8, 146, 45.2), ('CDD:381254', 9, 144, 119.0), ('CDD:381279', 9, 144, 77.0), ('CDD:381293', 9, 144, 83.8), ('CDD:381255', 12, 144, 97.1), ('CDD:223948', 20, 138, 66.2), ('CDD:237337', 20, 138, 46.7), ('CDD:271316', 22, 138, 45.1), ('CDD:381260', 22, 139, 56.0), ('CDD:381285', 22, 143, 62.4), ('CDD:381286', 22, 142, 50.9), ('CDD:381287', 22, 144, 45.5), ('CDD:381289', 22, 137, 39.0), ('CDD:271309', 28, 138, 40.1), ('CDD:381262', 49, 148, 60.7), ('CDD:381288', 74, 138, 37.4), ('CDD:381294', 78, 138, 41.2), ('CDD:381290', 80, 137, 41.6)]",[]
Q8WWM9,190,1.A.107,1.A.107.1,"[('CDD:271275', 22, 171, 304.0), ('CDD:271277', 22, 171, 86.4), ('CDD:271287', 22, 154, 69.6), ('CDD:381263', 22, 154, 95.7), ('CDD:271272', 23, 171, 42.5), ('CDD:381262', 23, 154, 81.9), ('CDD:381278', 23, 154, 83.2), ('CDD:394997', 23, 132, 97.0), ('CDD:381254', 27, 162, 116.0), ('CDD:381261', 27, 167, 47.5), ('CDD:381269', 27, 151, 56.8), ('CDD:381291', 27, 167, 52.1), ('CDD:381293', 27, 161, 39.9), ('CDD:381255', 30, 162, 92.9), ('CDD:381279', 37, 137, 60.0)]",[]
P09038,288,1.A.108,1.A.108.1,"[('CDD:214665', 160, 284, 178.0), ('CDD:425498', 162, 282, 196.0), ('CDD:238015', 163, 285, 165.0)]","[('BEGIN to CDD:425498', 1, 159)]"
Q9GZV9,251,1.A.108,1.A.108.1,"[('CDD:214665', 39, 143, 86.9), ('CDD:238015', 40, 160, 133.0), ('CDD:425498', 42, 145, 80.3)]","[('CDD:238015 to END', 161, 251)]"
Q92915,247,1.A.108,1.A.108.1,"[('CDD:214665', 69, 199, 169.0), ('CDD:425498', 72, 197, 176.0), ('CDD:238015', 74, 200, 163.0)]","[('BEGIN to CDD:425498', 1, 68)]"
P01583,271,1.A.109,1.A.109.1,"[('CDD:426754', 1, 109, 165.0), ('CDD:128430', 129, 267, 195.0), ('CDD:238048', 133, 267, 186.0), ('CDD:395269', 155, 266, 151.0)]",[]
P01584,269,1.A.109,1.A.109.1,"[('CDD:426754', 1, 103, 160.0), ('CDD:128430', 119, 265, 261.0), ('CDD:238048', 123, 265, 248.0), ('CDD:165031', 141, 261, 41.6), ('CDD:395269', 147, 264, 162.0)]",[]
Q80VM9,600,1.A.110,1.A.110.1,"[('CDD:427189', 131, 586, 137.0)]","[('BEGIN to CDD:427189', 1, 130)]"
R4GK65,600,1.A.110,1.A.110.1,"[('CDD:427189', 133, 586, 128.0)]","[('BEGIN to CDD:427189', 1, 132)]"
Q7RTM1,612,1.A.110,1.A.110.1,"[('CDD:427189', 133, 598, 140.0)]","[('BEGIN to CDD:427189', 1, 132)]"
Q7RTS6,562,1.A.110,1.A.110.1,"[('CDD:427189', 103, 548, 153.0)]","[('BEGIN to CDD:427189', 1, 102)]"
Q7RTS5,596,1.A.110,1.A.110.1,"[('CDD:427189', 167, 582, 116.0)]","[('BEGIN to CDD:427189', 1, 166)]"
Q7ZWK8,586,1.A.110,1.A.110.1,"[('CDD:427189', 136, 572, 109.0)]","[('BEGIN to CDD:427189', 1, 135)]"
Q22977,581,1.A.110,1.A.110.1,"[('CDD:427189', 146, 547, 375.0)]","[('BEGIN to CDD:427189', 1, 145)]"
X2J8I0,647,1.A.110,1.A.110.1,"[('CDD:427189', 180, 628, 538.0)]","[('BEGIN to CDD:427189', 1, 179)]"
G4VMW5,747,1.A.110,1.A.110.1,"[('CDD:427189', 278, 728, 361.0)]","[('BEGIN to CDD:427189', 1, 277)]"
A9JTM7,681,1.A.110,1.A.110.1,"[('CDD:427189', 185, 667, 110.0)]","[('BEGIN to CDD:427189', 1, 184)]"
P60602,79,1.A.111,1.A.111.1,"[('CDD:431168', 14, 79, 69.5)]",[]
E2PSV0,108,1.A.111,1.A.111.1,"[('CDD:431168', 14, 79, 88.8)]",[]
Q02889,113,1.A.111,1.A.111.1,"[('CDD:431168', 14, 79, 99.2)]",[]
K7L9V3,74,1.A.111,1.A.111.1,"[('CDD:431168', 5, 70, 53.0)]",[]
Q54M86,128,1.A.111,1.A.111.1,"[('CDD:431168', 21, 86, 72.6)]",[]
M2XT73,80,1.A.111,1.A.111.1,"[('CDD:431168', 8, 72, 48.7)]",[]
I7MFJ4,149,1.A.111,1.A.111.1,"[('CDD:431168', 56, 108, 61.4)]","[('BEGIN to CDD:431168', 1, 55)]"
Q4U8M1,165,1.A.111,1.A.111.1,"[('CDD:431168', 106, 159, 64.1)]","[('BEGIN to CDD:431168', 1, 105)]"
Q8IDG4,168,1.A.111,1.A.111.1,"[('CDD:431168', 108, 168, 86.1)]","[('BEGIN to CDD:431168', 1, 107)]"
Q9H813,350,1.A.114,1.A.114.1,"[('CDD:434477', 55, 349, 601.0)]","[('BEGIN to CDD:434477', 1, 54)]"
Q7SY31,298,1.A.114,1.A.114.1,"[('CDD:434477', 3, 297, 579.0)]",[]
XP_011409656,469,1.A.114,1.A.114.1,"[('CDD:434477', 146, 424, 160.0)]","[('BEGIN to CDD:434477', 1, 145)]"
XP_006811293,382,1.A.114,1.A.114.1,"[('CDD:434477', 50, 374, 255.0)]",[]
XP_007903208,354,1.A.114,1.A.114.1,"[('CDD:434477', 60, 353, 559.0)]","[('BEGIN to CDD:434477', 1, 59)]"
H3CYV8,351,1.A.114,1.A.114.1,"[('CDD:434477', 57, 350, 522.0)]","[('BEGIN to CDD:434477', 1, 56)]"
